image_name,image_type,n_test_transitions,global_accuracy,markov_accuracy,conditioned_accuracy,conditioned_gain_pp
11775.png,pie,287,0.14982578397212543,0.2961672473867596,0.31010452961672474,1.3937282229965153
11830365006450.png,h_bar,140,0.0,0.14285714285714285,0.17142857142857143,2.857142857142858
11832048004655.png,h_bar,95,0.042105263157894736,0.10526315789473684,0.15789473684210525,5.263157894736842
12041.png,line,207,0.0,0.26570048309178745,0.2946859903381642,2.898550724637677
12051.png,line,441,0.027210884353741496,0.23129251700680273,0.23809523809523808,0.6802721088435354
12052.png,line,291,0.010309278350515464,0.24398625429553264,0.2508591065292096,0.6872852233676979
12218.png,line,756,0.011904761904761904,0.3306878306878307,0.3002645502645503,-3.042328042328041
1224.png,h_bar,241,0.06224066390041494,0.22406639004149378,0.24896265560165975,2.489626556016597
12316.png,pie,280,0.010714285714285714,0.18214285714285713,0.2392857142857143,5.714285714285716
12317.png,pie,191,0.05235602094240838,0.21465968586387435,0.3507853403141361,13.612565445026176
12784129003060.png,h_bar,63,0.1111111111111111,0.12698412698412698,0.2222222222222222,9.523809523809524
12790542011432.png,h_bar,209,0.014354066985645933,0.15311004784688995,0.15311004784688995,0.0
12790542012855.png,line,281,0.014234875444839857,0.34519572953736655,0.3665480427046263,2.135231316725977
12797.png,pie,104,0.028846153846153848,0.22115384615384615,0.3269230769230769,10.576923076923078
12901.png,pie,296,0.05067567567567568,0.20270270270270271,0.28378378378378377,8.108108108108105
13001955010627.png,h_bar,148,0.0,0.16216216216216217,0.20270270270270271,4.054054054054054
1304.png,h_bar,146,0.0273972602739726,0.273972602739726,0.19863013698630136,-7.534246575342466
13252.png,line,449,0.031180400890868598,0.24276169265033407,0.2739420935412027,3.1180400890868625
13553.png,pie,176,0.0,0.19318181818181818,0.2727272727272727,7.954545454545453
1363.png,h_bar,548,0.012773722627737226,0.35583941605839414,0.3266423357664234,-2.9197080291970767
1366.png,h_bar,223,0.03587443946188341,0.21524663677130046,0.23318385650224216,1.79372197309417
